LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1010772,Aarti Khatun,9839394478,Tamil Nadu,Madurai,RURAL,Agriculture Allied,2022-03-28,24,24,40000.00,1667.00,38333.00,6900.00,2467.00,2467.00,23,2024-02-11,2467.00,29,0-30,Active,54659,46166,0.8898,48,2,1,2467.00
LN1010773,Anil Patel,6535543368,Bihar,Muzaffarpur,RURAL,Micro-Enterprise,2023-11-04,12,12,50000.00,45833.00,4167.00,750.00,5167.00,15501.00,1,2023-12-20,5167.00,82,61-90,Active,40698,22613,0.6826,38,2,0,0.00
LN1010774,Rekha Singh,7961249482,Bihar,Muzaffarpur,URBAN,Individual Loan,2022-12-09,18,18,25000.00,6944.00,18056.00,3250.00,1889.00,3778.00,13,2024-01-27,1889.00,57,31-60,Active,40715,27350,0.7181,38,3,1,1889.00
LN1010775,Pooja Roy,7971131227,West Bengal,Malda,RURAL,Individual Loan,2023-05-05,24,24,30000.00,26250.00,3750.00,675.00,1850.00,14800.00,3,2023-07-24,1850.00,239,181-360,Write-Off,22058,12262,0.6398,42,1,0,0.00
LN1010776,Anita Verma,7708091804,Uttar Pradesh,Prayagraj,RURAL,Micro-Enterprise,2023-10-03,12,12,25000.00,25000.00,0.00,0.00,2583.00,18081.00,0,2023-09-11,2583.00,192,181-360,Write-Off,35230,25403,0.7944,44,3,0,0.00
LN1010777,Pooja Khatun,9275176625,Bihar,Samastipur,RURAL,Micro-Enterprise,2023-09-10,12,12,100000.00,100000.00,0.00,0.00,10333.00,154995.00,0,2022-12-28,10333.00,448,360+,Active,21156,14807,1.1883,34,4,0,0.00
LN1010778,Dinesh Mahto,9317324182,Maharashtra,Pune,URBAN,JLG,2023-11-29,36,36,30000.00,27500.00,2500.00,450.00,1433.00,1433.00,3,2024-03-15,1433.00,7,0-30,Active,25394,10668,0.4765,44,2,1,1433.00
LN1010779,Ramesh Pandey,8616274614,Tamil Nadu,Thanjavur,RURAL,JLG,2023-01-26,24,24,75000.00,68750.00,6250.00,1125.00,4625.00,55500.00,2,2023-04-02,4625.00,358,181-360,Active,61929,32677,0.6023,55,1,0,0.00
LN1010780,Urmila Paswan,7347917646,Bihar,Samastipur,RURAL,JLG,2022-10-22,18,18,40000.00,4444.00,35556.00,6400.00,3022.00,3022.00,16,2024-02-15,3022.00,30,0-30,Active,15268,10733,0.9009,39,3,1,3022.00
LN1010781,Rani Mondal,6341762409,Odisha,Cuttack,RURAL,Agriculture Allied,2022-08-25,18,18,30000.00,3333.00,26667.00,4800.00,2267.00,4534.00,16,2024-01-27,2267.00,52,31-60,Active,26067,18841,0.8098,56,1,1,4195.00
LN1010782,Suresh Bai,7438941279,Odisha,Khordha,RURAL,Micro-Enterprise,2023-06-25,24,24,100000.00,66667.00,33333.00,6000.00,6167.00,6167.00,8,2024-03-11,6167.00,11,0-30,Active,20348,16027,1.0907,25,1,1,6167.00
LN1010783,Sunita Mahto,8903044880,Madhya Pradesh,Gwalior,RURAL,Micro-Enterprise,2023-05-04,12,12,50000.00,8333.00,41667.00,7500.00,5167.00,5167.00,10,2024-02-23,5167.00,22,0-30,Active,30817,12472,0.5724,28,3,1,5167.00
LN1010784,Lalita Pandey,8286809641,Tamil Nadu,Tiruchirappalli,URBAN,Agriculture Allied,2023-03-20,12,12,75000.00,12500.00,62500.00,11250.00,7750.00,15500.00,10,2024-01-19,7750.00,53,31-60,Active,,,,34,4,1,7750.00
LN1010785,Manoj Das,9701080492,Madhya Pradesh,Rewa,RURAL,JLG,2022-11-20,18,18,100000.00,100000.00,0.00,0.00,7556.00,120896.00,0,2022-11-23,7556.00,478,360+,Active,33554,16085,0.7046,37,1,0,0.00
LN1010786,Pooja Gupta,7166838351,Rajasthan,Udaipur,RURAL,Micro-Enterprise,2023-10-29,12,12,40000.00,26667.00,13333.00,2400.00,4133.00,4133.00,4,2024-02-21,4133.00,26,0-30,Active,17378,7380,0.6625,49,2,1,4133.00
LN1010787,Mukesh Roy,6833678579,West Bengal,Hooghly,RURAL,Agriculture Allied,2023-05-05,24,24,75000.00,50000.00,25000.00,4500.00,4625.00,13875.00,8,2024-01-08,4625.00,72,61-90,Active,25193,16097,0.8225,48,3,0,0.00
LN1010788,Radha Kumari,6969931742,Odisha,Ganjam,URBAN,Individual Loan,2023-12-04,18,18,100000.00,94444.00,5556.00,1000.00,7556.00,15112.00,1,2024-02-01,7556.00,46,31-60,Active,56978,38851,0.8145,56,5,1,7556.00
LN1010789,Sangeeta Yadav,7677017708,Maharashtra,Aurangabad,RURAL,Individual Loan,2021-10-22,36,36,50000.00,29167.00,20833.00,3750.00,2389.00,33446.00,15,2023-02-13,2389.00,399,360+,Active,35466,19758,0.6245,54,3,0,0.00
LN1010790,Anita Gupta,8438580530,Odisha,Ganjam,RURAL,Agriculture Allied,2023-07-22,24,24,40000.00,35000.00,5000.00,900.00,2467.00,12335.00,3,2023-10-26,2467.00,149,91-180,Active,26994,16032,0.6853,28,5,0,0.00
LN1010791,Mukesh Gupta,8888300347,West Bengal,Murshidabad,RURAL,Micro-Enterprise,2023-01-08,24,24,100000.00,100000.00,0.00,0.00,6167.00,104839.00,0,2022-11-15,6167.00,492,360+,Write-Off,39999,27232,0.8350,37,3,0,0.00
LN1010792,Urmila Pandey,8369942453,Rajasthan,Ajmer,RURAL,Micro-Enterprise,2022-12-30,18,18,100000.00,22222.00,77778.00,14000.00,7556.00,7556.00,14,2024-02-05,7556.00,30,0-30,Active,36442,23474,0.8515,47,4,1,7556.00
LN1010793,Lalita Khatun,6703582652,Rajasthan,Ajmer,RURAL,Agriculture Allied,2023-07-18,12,12,100000.00,58333.00,41667.00,7500.00,10333.00,30999.00,5,2023-12-31,10333.00,78,61-90,Active,15189,6469,1.1062,29,5,1,10333.00
LN1010794,Dinesh Yadav,9748459663,Bihar,Purnia,URBAN,Individual Loan,2023-05-23,18,18,75000.00,58333.00,16667.00,3000.00,5667.00,34002.00,4,2023-09-19,5667.00,179,91-180,NPA,39655,32755,0.9689,38,1,1,6949.00
LN1010795,Rani Devi,6766075009,West Bengal,North 24 Parganas,URBAN,Agriculture Allied,2023-08-13,18,18,60000.00,50000.00,10000.00,1800.00,4533.00,18132.00,3,2023-11-30,4533.00,115,91-180,Active,42933,24724,0.6815,41,1,1,8173.00
LN1010796,Rani Roy,6970075639,Tamil Nadu,Tiruchirappalli,URBAN,Individual Loan,2023-07-27,36,36,30000.00,24167.00,5833.00,1050.00,1433.00,1433.00,7,2024-03-22,1433.00,3,0-30,Active,53725,39007,0.7527,36,2,1,1433.00
LN1010797,Aarti Verma,9592306516,Odisha,Cuttack,RURAL,JLG,2022-07-12,24,24,40000.00,16667.00,23333.00,4200.00,2467.00,14802.00,14,2023-09-24,,175,91-180,Active,52557,34811,0.7093,36,2,1,2646.00
LN1010798,Sunil Roy,8977054673,Madhya Pradesh,Bhopal,RURAL,JLG,2023-05-02,36,36,60000.00,43333.00,16667.00,3000.00,2867.00,2867.00,10,2024-02-13,2867.00,24,0-30,Active,,,,50,1,0,0.00
LN1010799,Sunil Mondal,6596274107,Maharashtra,Pune,RURAL,JLG,2023-06-30,12,12,25000.00,8333.00,16667.00,3000.00,2583.00,2583.00,8,2024-02-21,,15,0-30,Active,34005,26677,0.8605,35,3,1,2583.00
LN1010800,Lalita Das,6249068689,Rajasthan,Bikaner,URBAN,JLG,2023-11-18,18,18,25000.00,25000.00,0.00,0.00,1889.00,18890.00,0,2023-05-18,1889.00,293,181-360,Active,18957,9167,0.5832,53,1,0,0.00
LN1010801,Vijay Devi,6526302969,Madhya Pradesh,Jabalpur,URBAN,Individual Loan,2023-09-26,24,24,50000.00,39583.00,10417.00,1875.00,3083.00,3083.00,5,2024-02-22,3083.00,14,0-30,Active,39165,20840,0.6108,23,1,1,5717.00
LN1010802,Shanti Pandey,8662244122,West Bengal,Malda,RURAL,JLG,2023-03-30,18,18,100000.00,44444.00,55556.00,10000.00,7556.00,15112.00,10,2024-01-16,7556.00,56,31-60,Active,43444,30564,0.8775,44,5,0,0.00
LN1010803,Suresh Khatun,8993366323,Maharashtra,Nashik,RURAL,Micro-Enterprise,2022-12-01,24,24,25000.00,10417.00,14583.00,2625.00,1542.00,3084.00,14,2024-01-18,1542.00,54,31-60,Active,56208,39590,0.7318,56,1,1,1542.00
LN1010804,Anil Das,9928920161,West Bengal,Hooghly,RURAL,Agriculture Allied,2023-12-17,18,18,40000.00,40000.00,0.00,0.00,3022.00,12088.00,0,2023-12-07,3022.00,106,91-180,Active,44894,18186,0.4724,50,4,1,3022.00
LN1010805,Radha Yadav,9527581781,Rajasthan,Kota,URBAN,Micro-Enterprise,2023-05-28,36,36,25000.00,19444.00,5556.00,1000.00,1194.00,2388.00,8,2024-01-16,1194.00,50,31-60,Active,16102,7552,0.5432,26,3,1,1194.00
LN1010806,Sarita Gupta,9628018048,West Bengal,Nadia,RURAL,Micro-Enterprise,2023-11-11,12,12,75000.00,56250.00,18750.00,3375.00,7750.00,7750.00,3,2024-03-14,7750.00,9,0-30,Active,36701,14775,0.6137,26,2,0,0.00
LN1010807,Sunita Gupta,8161974718,Uttar Pradesh,Gorakhpur,URBAN,JLG,2023-12-19,24,24,75000.00,75000.00,0.00,0.00,4625.00,23125.00,0,2023-10-18,4625.00,144,91-180,Active,59310,38713,0.7307,48,2,0,0.00
LN1010808,Aarti Singh,7239550149,Uttar Pradesh,Gorakhpur,RURAL,JLG,2022-02-28,36,36,75000.00,31250.00,43750.00,7875.00,3583.00,14332.00,21,2023-12-13,3583.00,97,91-180,Active,24201,14685,0.7548,48,2,1,3583.00
LN1010809,Kiran Bai,6143123102,Rajasthan,Ajmer,RURAL,Agriculture Allied,2023-09-25,18,18,75000.00,54167.00,20833.00,3750.00,5667.00,5667.00,5,2024-02-16,,29,0-30,Active,32590,21747,0.8412,55,1,1,7152.00
LN1010810,Dinesh Patel,7814307667,Madhya Pradesh,Bhopal,URBAN,JLG,2023-11-18,18,18,40000.00,33333.00,6667.00,1200.00,3022.00,3022.00,3,2024-02-26,3022.00,15,0-30,Active,28166,20732,0.8434,38,4,0,0.00
LN1010811,Rajesh Khatun,7986116270,Tamil Nadu,Thanjavur,URBAN,JLG,2022-07-18,24,24,30000.00,8750.00,21250.00,3825.00,1850.00,5550.00,17,2024-01-02,1850.00,70,61-90,Active,15133,6990,0.5842,37,2,1,1850.00
LN1010812,Rani Mondal,7770328103,Madhya Pradesh,Rewa,RURAL,JLG,2023-01-20,24,24,30000.00,13750.00,16250.00,2925.00,1850.00,1850.00,13,2024-03-03,,13,0-30,Active,56550,26098,0.4942,48,3,1,1850.00
LN1010813,Sangeeta Khatun,043-7085240,Tamil Nadu,Salem,RURAL,Agriculture Allied,2023-09-16,36,36,50000.00,43056.00,6944.00,1250.00,2389.00,2389.00,5,2024-02-12,2389.00,29,0-30,Active,62890,28163,0.4858,46,5,1,4724.00
LN1010814,Lalita Devi,6265399906,Tamil Nadu,Thanjavur,RURAL,JLG,2023-06-11,12,12,50000.00,20833.00,29167.00,5250.00,5167.00,10334.00,7,2024-02-02,5167.00,49,31-60,Active,34973,25370,0.8732,49,1,1,5167.00
LN1010815,Pooja Mahto,6692090514,West Bengal,Hooghly,URBAN,Micro-Enterprise,2023-05-30,36,36,60000.00,50000.00,10000.00,1800.00,2867.00,11468.00,6,2023-12-05,2867.00,99,91-180,Active,37976,31366,0.9014,42,1,0,0.00
LN1010816,Sangeeta Das,9733610488,Madhya Pradesh,Rewa,RURAL,JLG,2023-06-07,12,12,50000.00,29167.00,20833.00,3750.00,5167.00,20668.00,5,2023-12-09,5167.00,100,91-180,Active,16184,12571,1.0960,37,5,1,5167.00
LN1010817,Urmila Mahto,8990571789,Maharashtra,Solapur,RURAL,JLG,2023-11-01,24,24,100000.00,83333.00,16667.00,3000.00,6167.00,6167.00,4,2024-03-04,6167.00,15,0-30,Active,21343,12009,0.8516,50,3,1,6167.00
LN1010818,Sarita Das,9643871517,Madhya Pradesh,Jabalpur,RURAL,Individual Loan,2023-06-28,24,24,40000.00,28333.00,11667.00,2100.00,2467.00,4934.00,7,2024-02-09,2467.00,44,31-60,Active,21159,13012,0.7316,47,1,1,2467.00
LN1010819,Kiran Roy,072-3968152,Rajasthan,Jaipur,RURAL,JLG,2023-10-15,12,12,30000.00,25000.00,5000.00,900.00,3100.00,9300.00,2,2023-12-31,3100.00,70,61-90,Active,42452,28713,0.7494,26,3,1,3100.00
LN1010820,Sita Manjhi,9654460833,Madhya Pradesh,Jabalpur,RURAL,Individual Loan,2023-12-09,36,36,75000.00,75000.00,0.00,0.00,3583.00,35830.00,0,2023-06-21,3583.00,272,181-360,Active,36936,15750,0.5234,58,4,0,0.00
LN1010821,Santosh Begum,7396519896,Uttar Pradesh,Azamgarh,RURAL,Micro-Enterprise,2023-12-21,18,18,100000.00,100000.00,0.00,0.00,7556.00,60448.00,0,2023-07-28,7556.00,231,181-360,Write-Off,20536,8644,0.7889,36,3,0,0.00
LN1010822,Rekha Begum,7994211954,Tamil Nadu,Salem,URBAN,Individual Loan,2023-10-18,12,12,40000.00,33333.00,6667.00,1200.00,4133.00,12399.00,2,2024-01-03,4133.00,76,61-90,Active,48927,36510,0.8307,51,5,0,0.00
LN1010823,Meena Kumari,7559505960,Uttar Pradesh,Bareilly,RURAL,Agriculture Allied,2022-10-28,18,18,60000.00,6667.00,53333.00,9600.00,4533.00,4533.00,16,2024-03-16,4533.00,1,0-30,Active,36118,27406,0.8843,55,4,1,4533.00
LN1010824,Lalita Patel,9432421442,Madhya Pradesh,Gwalior,RURAL,Micro-Enterprise,2023-10-11,18,18,60000.00,50000.00,10000.00,1800.00,4533.00,9066.00,3,2024-01-29,4533.00,37,31-60,Active,26205,17266,0.8319,51,2,1,7981.00
LN1010825,Anita Verma,8210963590,West Bengal,North 24 Parganas,RURAL,Individual Loan,2023-12-03,18,18,50000.00,44444.00,5556.00,1000.00,3778.00,3778.00,2,2024-02-10,3778.00,29,0-30,Active,42444,25144,0.6814,26,1,1,3778.00
LN1010826,Sunita Roy,9651264658,West Bengal,Nadia,RURAL,Individual Loan,2023-05-02,18,18,25000.00,16667.00,8333.00,1500.00,1889.00,9445.00,6,2023-10-26,1889.00,135,91-180,Active,38587,24854,0.6931,25,3,1,2752.00
LN1010827,Urmila Gupta,9966213527,Rajasthan,Kota,RURAL,JLG,2023-08-11,18,18,60000.00,40000.00,20000.00,3600.00,4533.00,4533.00,6,2024-02-21,4533.00,24,0-30,Active,18500,12246,0.9070,32,1,0,0.00
LN1010828,Geeta Mahto,8406348248,Bihar,Muzaffarpur,RURAL,Agriculture Allied,2021-03-15,36,36,25000.00,2083.00,22917.00,4125.00,1194.00,3582.00,33,2024-01-14,1194.00,65,61-90,Active,59236,27904,0.4912,38,5,1,1194.00
LN1010829,Santosh Manjhi,7938747032,Uttar Pradesh,Azamgarh,RURAL,Individual Loan,2022-07-18,24,24,40000.00,8333.00,31667.00,5700.00,2467.00,2467.00,19,2024-02-09,2467.00,30,0-30,Active,58947,44117,0.7903,52,5,1,4277.00
LN1010830,Aarti Paswan,7209729731,West Bengal,Murshidabad,RURAL,Micro-Enterprise,2022-08-16,36,36,75000.00,37500.00,37500.00,6750.00,3583.00,3583.00,18,2024-02-22,3583.00,14,0-30,Active,64940,37023,0.6253,27,1,1,3583.00
LN1010831,Manju Begum,7538514821,Odisha,Balasore,URBAN,Agriculture Allied,2023-10-08,18,18,100000.00,88889.00,11111.00,2000.00,7556.00,22668.00,2,2023-12-27,7556.00,72,61-90,Active,49085,26712,0.6981,24,1,1,10192.00
LN1010832,Manoj Devi,9669105134,Bihar,Samastipur,RURAL,Individual Loan,2023-05-09,12,12,75000.00,25000.00,50000.00,9000.00,7750.00,15500.00,8,2024-02-17,7750.00,31,31-60,Active,52868,39441,0.8926,47,4,0,0.00
LN1010833,Sangeeta Paswan,8363521401,West Bengal,North 24 Parganas,RURAL,JLG,2023-10-17,12,12,60000.00,40000.00,20000.00,3600.00,6200.00,6200.00,4,2024-02-24,6200.00,29,0-30,Active,34313,16560,0.6633,44,3,1,6200.00
LN1010834,Pooja Pandey,7433695423,Bihar,Purnia,URBAN,Individual Loan,2023-12-21,12,12,60000.00,60000.00,0.00,0.00,6200.00,93000.00,0,2023-01-19,6200.00,430,360+,Active,35708,15558,0.6093,40,4,0,0.00
LN1010835,Sangeeta Gupta,8719440745,Madhya Pradesh,Indore,URBAN,JLG,2023-12-05,24,24,30000.00,28750.00,1250.00,225.00,1850.00,3700.00,1,2024-01-26,1850.00,43,31-60,Active,43195,17301,0.4434,46,3,1,3433.00
LN1010836,Anita Mahto,9139045124,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-02-28,24,24,50000.00,29167.00,20833.00,3750.00,3083.00,9249.00,10,2024-01-18,3083.00,66,61-90,Active,44324,26372,0.6645,27,2,1,3083.00
LN1010837,Sita Manjhi,7987759402,Madhya Pradesh,Gwalior,URBAN,Micro-Enterprise,2023-11-29,12,12,30000.00,22500.00,7500.00,1350.00,3100.00,3100.00,3,2024-02-12,3100.00,24,0-30,Active,17828,8545,0.6532,28,1,0,0.00
LN1010838,Dinesh Tiwari,7258059980,Odisha,Puri,RURAL,Micro-Enterprise,2021-05-05,36,36,75000.00,78357.00,66667.00,12000.00,3583.00,10749.00,32,2024-01-07,3583.00,70,61-90,Active,33380,16242,0.5939,39,5,1,3583.00
LN1010839,Radha Bai,7528256541,Bihar,Bhagalpur,RURAL,Individual Loan,2023-05-16,12,12,60000.00,25000.00,35000.00,6300.00,6200.00,18600.00,7,2024-01-16,6200.00,70,61-90,Active,24729,18792,1.0106,34,2,1,6200.00
LN1010840,Sunita Khatun,6658445687,Uttar Pradesh,Kanpur,RURAL,Individual Loan,2023-03-16,12,12,40000.00,33333.00,6667.00,1200.00,4133.00,41330.00,2,2023-05-30,4133.00,299,181-360,Write-Off,37119,23807,0.7527,46,2,1,4133.00
LN1010841,Sunita Devi,9311601606,Odisha,Mayurbhanj,URBAN,JLG,2023-09-23,36,36,60000.00,53333.00,6667.00,1200.00,2867.00,5734.00,4,2024-01-23,2867.00,51,31-60,Active,25599,11621,0.5660,31,4,1,2763.00
LN1010842,Anil Tiwari,6261244204,Rajasthan,Udaipur,RURAL,Individual Loan,2023-05-25,12,12,30000.00,12500.00,17500.00,3150.00,3100.00,9300.00,7,2024-01-09,3100.00,67,61-90,Active,,,,51,3,0,0.00
LN1010843,Sunil Mondal,6850147521,Maharashtra,Nagpur,RURAL,JLG,2023-02-06,24,24,40000.00,40877.00,10000.00,1800.00,2467.00,17269.00,6,2023-09-10,2467.00,189,181-360,Write-Off,46169,26290,0.6229,48,1,0,0.00
LN1010844,Pooja Devi,6672755365,Madhya Pradesh,Bhopal,RURAL,Agriculture Allied,2022-08-09,18,18,60000.00,10000.00,50000.00,9000.00,4533.00,13599.00,15,2024-01-07,4533.00,78,61-90,Active,39320,29878,0.8752,46,1,0,0.00
LN1010845,Sangeeta Singh,8181917138,Madhya Pradesh,Rewa,URBAN,JLG,2023-04-30,12,12,60000.00,64622.00,45000.00,8100.00,6200.00,12400.00,9,2024-02-14,6200.00,38,31-60,Active,47594,20624,0.5636,40,4,1,12234.00
LN1010846,Radha Bai,7116719144,Odisha,Mayurbhanj,RURAL,Micro-Enterprise,2023-04-07,12,12,60000.00,15000.00,45000.00,8100.00,6200.00,12400.00,9,2024-01-29,6200.00,42,31-60,Active,37215,17146,0.6273,36,5,1,6262.00
LN1010847,Lalita Singh,9905767304,Tamil Nadu,Madurai,RURAL,Agriculture Allied,2022-01-09,36,36,30000.00,12500.00,17500.00,3150.00,1433.00,8598.00,21,2023-10-06,1433.00,170,91-180,Active,58525,30905,0.5526,36,5,1,1433.00
LN1010848,Geeta Kaur,6320976432,Bihar,Darbhanga,RURAL,JLG,2023-12-19,12,12,75000.00,62500.00,12500.00,2250.00,7750.00,7750.00,2,2024-02-22,7750.00,20,0-30,Active,36139,26284,0.9418,52,2,1,7750.00
LN1010849,Sunita Devi,9384557049,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-12-11,24,24,50000.00,45833.00,4167.00,750.00,3083.00,3083.00,2,2024-02-23,3083.00,17,0-30,Active,20432,8425,0.5632,31,3,1,4530.00
LN1010850,Kavita Tiwari,6231597766,Tamil Nadu,Tirunelveli,URBAN,Agriculture Allied,2023-11-16,24,24,40000.00,35000.00,5000.00,900.00,2467.00,2467.00,3,2024-02-12,2467.00,27,0-30,Active,52239,29881,0.6192,34,2,1,3009.00
LN1010851,Kiran Roy,9605444738,Bihar,Purnia,RURAL,Individual Loan,2022-07-28,24,24,60000.00,52500.00,7500.00,1350.00,3700.00,62900.00,3,2022-11-08,3700.00,490,360+,Active,32500,18756,0.6910,57,4,0,0.00
LN1010852,Manju Begum,9922254993,Madhya Pradesh,Jabalpur,RURAL,Individual Loan,2022-12-28,18,18,75000.00,16667.00,58333.00,10500.00,5667.00,5667.00,14,2024-02-27,5667.00,16,0-30,Active,23206,11986,0.7607,36,1,1,3607.00
LN1010853,Kiran Mahto,6562423173,Maharashtra,Pune,RURAL,JLG,2023-09-18,12,12,30000.00,17500.00,12500.00,2250.00,3100.00,3100.00,5,2024-02-27,3100.00,15,0-30,Active,18313,10447,0.7397,43,4,1,3100.00
LN1010854,Suresh Patel,9404250727,Madhya Pradesh,Gwalior,URBAN,Individual Loan,2023-11-09,12,12,40000.00,40000.00,0.00,0.00,4133.00,33064.00,0,2023-07-29,4133.00,237,181-360,Active,46194,25551,0.6426,29,2,0,0.00
LN1010855,Kiran Verma,7974808843,Odisha,Cuttack,RURAL,Agriculture Allied,2023-12-27,12,12,40000.00,33333.00,6667.00,1200.00,4133.00,4133.00,2,2024-03-01,4133.00,12,0-30,Active,38323,16185,0.5302,41,2,1,7511.00
LN1010856,Sunil Paswan,6681920424,Bihar,Purnia,RURAL,Agriculture Allied,2022-06-13,24,24,100000.00,25000.00,75000.00,13500.00,6167.00,18501.00,18,2023-12-29,6167.00,70,61-90,Active,61434,31117,0.6069,22,4,1,6167.00
LN1010857,Geeta Gupta,8432400890,Odisha,Puri,RURAL,Individual Loan,2023-12-24,12,12,30000.00,30000.00,0.00,0.00,3100.00,9300.00,0,2024-01-16,3100.00,65,61-90,Active,56149,23986,0.4824,25,3,0,0.00
LN1010858,Anita Devi,6549557469,West Bengal,Hooghly,RURAL,JLG,2023-10-17,12,12,100000.00,66667.00,33333.00,6000.00,10333.00,10333.00,4,2024-02-21,10333.00,26,0-30,Active,40519,29530,0.9838,40,1,1,10333.00
LN1010859,Sunita Tiwari,9255970464,Maharashtra,Pune,RURAL,Agriculture Allied,2022-08-17,24,24,75000.00,53125.00,21875.00,3938.00,4625.00,55500.00,7,2023-04-17,4625.00,334,181-360,Write-Off,45107,22543,0.6023,57,2,0,0.00
LN1010860,Manju Mahto,7564174427,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-02-26,36,36,40000.00,28889.00,11111.00,2000.00,1911.00,5733.00,10,2023-12-19,1911.00,89,61-90,Active,32891,16556,0.5615,56,3,1,1911.00
LN1010861,Rani Patel,6613900100,Madhya Pradesh,Ujjain,RURAL,JLG,2023-04-14,18,18,30000.00,20000.00,10000.00,1800.00,2267.00,11335.00,6,2023-11-05,2267.00,129,91-180,Active,36700,30431,0.8910,24,3,0,0.00
LN1010862,Aarti Kumari,9478299182,Madhya Pradesh,Indore,RURAL,Agriculture Allied,2023-06-22,12,12,30000.00,12500.00,17500.00,3150.00,3100.00,6200.00,7,2024-01-21,3100.00,48,31-60,Active,,,,26,2,1,3100.00
LN1010863,Ramesh Begum,8420742327,West Bengal,South 24 Parganas,RURAL,Micro-Enterprise,2023-04-09,18,18,30000.00,30000.00,0.00,0.00,2267.00,24937.00,0,2023-04-26,2267.00,318,181-360,Write-Off,36754,27634,0.8135,57,2,0,0.00
LN1010864,Lalita Khatun,7233631585,Maharashtra,Nagpur,URBAN,Micro-Enterprise,2023-07-14,18,18,50000.00,30556.00,19444.00,3500.00,3778.00,3778.00,7,2024-02-22,3778.00,19,0-30,Active,17700,14033,1.0063,44,5,1,2980.00
LN1010865,Radha Paswan,7767581901,Odisha,Ganjam,RURAL,Micro-Enterprise,2022-10-19,18,18,30000.00,3333.00,26667.00,4800.00,2267.00,2267.00,16,2024-03-12,2267.00,1,0-30,Active,50686,26254,0.5627,23,3,1,2267.00
LN1010866,Sunita Das,8172435394,Uttar Pradesh,Kanpur,RURAL,JLG,2023-09-08,12,12,75000.00,43750.00,31250.00,5625.00,7750.00,7750.00,5,2024-03-06,7750.00,17,0-30,Active,50558,28872,0.7244,27,3,1,7750.00
LN1010867,Suresh Bai,9637360141,Uttar Pradesh,Prayagraj,RURAL,JLG,2023-10-10,36,36,100000.00,88889.00,11111.00,2000.00,4778.00,4778.00,4,2024-02-25,4778.00,22,0-30,Active,55051,26537,0.5688,31,4,1,4778.00
LN1010868,Sarita Tiwari,9197208356,Madhya Pradesh,Gwalior,RURAL,Individual Loan,2023-05-14,12,12,30000.00,7500.00,22500.00,4050.00,3100.00,3100.00,9,2024-02-26,3100.00,28,0-30,Active,24194,11739,0.6133,34,5,1,3100.00
LN1010869,Kavita Bai,7929097580,Rajasthan,Bikaner,RURAL,Agriculture Allied,2023-10-23,12,12,75000.00,50000.00,25000.00,4500.00,7750.00,7750.00,4,2024-03-03,7750.00,4,0-30,Active,29858,22050,0.9981,51,2,1,7750.00
LN1010870,Aarti Khatun,9724992606,Tamil Nadu,Madurai,URBAN,Agriculture Allied,2021-05-26,36,36,25000.00,2083.00,22917.00,4125.00,1194.00,1194.00,33,2024-02-28,1194.00,25,0-30,Active,24255,15311,0.6805,31,3,1,1194.00
LN1010871,Rani Paswan,8815997404,West Bengal,Hooghly,URBAN,Agriculture Allied,2021-07-15,36,36,40000.00,4444.00,35556.00,6400.00,1911.00,1911.00,32,2024-02-08,1911.00,30,0-30,Active,21543,11216,0.6093,29,3,1,1911.00
LN1010872,Sita Das,9490264332,Bihar,Patna,URBAN,Micro-Enterprise,2023-03-08,12,12,100000.00,8333.00,91667.00,16500.00,10333.00,10333.00,11,2024-03-05,10333.00,19,0-30,Active,40267,22176,0.8073,24,2,1,10333.00
LN1010873,Mukesh Gupta,9489515201,Tamil Nadu,Tirunelveli,RURAL,Micro-Enterprise,2022-01-11,36,36,50000.00,16667.00,33333.00,6000.00,2389.00,7167.00,24,2024-01-01,2389.00,67,61-90,Active,40869,21361,0.5811,50,1,1,2389.00
LN1010874,Sunita Mondal,9120332921,Madhya Pradesh,Jabalpur,RURAL,Agriculture Allied,2023-10-04,18,18,40000.00,33333.00,6667.00,1200.00,3022.00,6044.00,3,2024-02-14,3022.00,33,31-60,Active,53253,35440,0.7223,21,5,1,3757.00
LN1010875,Sangeeta Verma,6988172891,Bihar,Bhagalpur,URBAN,Agriculture Allied,2021-11-18,36,36,100000.00,30556.00,69444.00,12500.00,4778.00,14334.00,25,2024-01-12,,62,61-90,Active,33567,15738,0.6112,39,5,1,4778.00
LN1010876,Sita Mahto,6735629100,Bihar,Darbhanga,RURAL,JLG,2022-06-11,24,24,25000.00,6250.00,18750.00,3375.00,1542.00,4626.00,18,2024-01-15,1542.00,64,61-90,Active,,,,21,2,1,1873.00
